ID,vrsta,tarča,Annotator
1269965436940148736,0 ni sporni govor,,a0
1267893873235447808,0 ni sporni govor,,a0
1280241971316109314,2 žalitev,10 politika/-i,a0
1287295950051061760,2 žalitev,10 politika/-i,a0
1234131159770189825,2 žalitev,9 novinarji in mediji,a0
1229290640497872896,0 ni sporni govor,,a0
1241089642616827904,0 ni sporni govor,,a0
1283383611429986305,2 žalitev,1 ksenofobija in rasizem,a0
1263422777660452864,0 ni sporni govor,,a0
1248299934576771073,0 ni sporni govor,,a0
1231978876496228353,0 ni sporni govor,,a0
1228957072806600709,0 ni sporni govor,,a0
1245222790464233472,2 žalitev,12 drugo,a0
1242154472199028736,0 ni sporni govor,,a0
1239171429335207937,0 ni sporni govor,,a0
1259475290260230144,2 žalitev,11 posameznik,a0
1259933352427225089,2 žalitev,8 ideologija,a0
1280258205344505857,2 žalitev,10 politika/-i,a0
1243458573683884032,0 ni sporni govor,,a0
1272412662887038976,2 žalitev,10 politika/-i,a0
1245768014366154755,2 žalitev,10 politika/-i,a0
1249055493676466188,0 ni sporni govor,,a0
1261005878133751808,0 ni sporni govor,,a0
1285987591599292416,0 ni sporni govor,,a0
1283064190094237698,0 ni sporni govor,,a0
1235180306476544005,2 žalitev,9 novinarji in mediji,a0
1278078882713870336,2 žalitev,10 politika/-i,a0
1273733391331065859,0 ni sporni govor,,a0
1247945493113643008,0 ni sporni govor,,a0
1240997694220513281,2 žalitev,10 politika/-i,a0
1224312122915594241,2 žalitev,10 politika/-i,a0
1287325277060833280,0 ni sporni govor,,a0
1225509053184512004,0 ni sporni govor,,a0
1241654149621731329,0 ni sporni govor,,a0
1239688259262963714,0 ni sporni govor,,a0
1249277624033185792,0 ni sporni govor,,a0
1241329331504365568,2 žalitev,9 novinarji in mediji,a0
1233053591344205829,0 ni sporni govor,,a0
1247990056805113856,2 žalitev,7 seksizem,a0
1243915162026991616,0 ni sporni govor,,a0
1271933603266560001,0 ni sporni govor,,a0
1266112567547740160,0 ni sporni govor,,a0
1228706213426233344,2 žalitev,10 politika/-i,a0
1248608806495334403,0 ni sporni govor,,a0
1253702698408521729,0 ni sporni govor,,a0
1280416583362514945,0 ni sporni govor,,a0
1239765951777771525,0 ni sporni govor,,a0
1268964051255799813,2 žalitev,11 posameznik,a0
1238740444420472832,0 ni sporni govor,,a0
1256162069923192832,2 žalitev,11 posameznik,a0
1280103992882720768,0 ni sporni govor,,a0
1238449736316837889,2 žalitev,11 posameznik,a0
1255034876039921664,2 žalitev,12 drugo,a0
1285144787465666560,2 žalitev,1 ksenofobija in rasizem,a0
1230167704444788738,0 ni sporni govor,,a0
1256422944319905799,0 ni sporni govor,,a0
1281204959938260992,0 ni sporni govor,,a0
1226949858596204544,0 ni sporni govor,,a0
1254826914117812224,2 žalitev,11 posameznik,a0
1273594742241099776,0 ni sporni govor,,a0
1281904464824344576,0 ni sporni govor,,a0
1249274749391376384,0 ni sporni govor,,a0
1240752551336775680,0 ni sporni govor,,a0
1269246627161784320,2 žalitev,8 ideologija,a0
1259872312578519042,2 žalitev,10 politika/-i,a0
1246354603588947969,0 ni sporni govor,,a0
1241613152917258240,0 ni sporni govor,,a0
1232042536757342211,0 ni sporni govor,,a0
1271475366872387585,2 žalitev,11 posameznik,a0
1239286234234658822,2 žalitev,11 posameznik,a0
1251766913409126402,0 ni sporni govor,,a0
1271423024785510400,0 ni sporni govor,,a0
1258495244947070977,2 žalitev,11 posameznik,a0
1275874078579200001,0 ni sporni govor,,a0
1275381994369810432,2 žalitev,12 drugo,a0
1253378121656664064,0 ni sporni govor,,a0
1288189068371800064,2 žalitev,8 ideologija,a0
1278626283791007745,0 ni sporni govor,,a0
1257255890115342338,0 ni sporni govor,,a0
1271565212827688962,2 žalitev,8 ideologija,a0
1286412951084322818,0 ni sporni govor,,a0
1239163601589612548,2 žalitev,8 ideologija,a0
1282987716012113921,2 žalitev,8 ideologija,a0
1244233796184092673,2 žalitev,11 posameznik,a0
1280272829200695297,2 žalitev,10 politika/-i,a0
1240689794008510464,2 žalitev,8 ideologija,a0
1276487875970859012,0 ni sporni govor,,a0
1282042545686577152,2 žalitev,9 novinarji in mediji,a0
1252279611016253444,1 nespodobni govor,,a0
1288136453244018689,0 ni sporni govor,,a0
1282538131842097154,2 žalitev,10 politika/-i,a0
1275418628045840386,0 ni sporni govor,,a0
1268134518990548993,0 ni sporni govor,,a0
1232645995219050499,0 ni sporni govor,,a0
1259463548922736641,2 žalitev,9 novinarji in mediji,a0
1236585060603740160,0 ni sporni govor,,a0
1271138535865757696,0 ni sporni govor,,a0
1269955105757036545,0 ni sporni govor,,a0
1272547158298894337,2 žalitev,11 posameznik,a0
1246061751520636929,0 ni sporni govor,,a0
1266042778238300162,0 ni sporni govor,,a0
1284878277459488769,2 žalitev,1 ksenofobija in rasizem,a0
1246567655894659073,2 žalitev,10 politika/-i,a0
1282661307100037126,0 ni sporni govor,,a0
1245090680373903364,0 ni sporni govor,,a0
1257937135639953408,0 ni sporni govor,,a0
1236779418921598976,0 ni sporni govor,,a0
1266239476344385536,2 žalitev,10 politika/-i,a0
1223513407602733056,0 ni sporni govor,,a0
1249767877609246728,0 ni sporni govor,,a0
1273016514162184194,0 ni sporni govor,,a0
1272570871299915776,2 žalitev,10 politika/-i,a0
1242779669574926342,0 ni sporni govor,,a0
1280239191583068162,2 žalitev,2 begunci/migranti,a0
1243190006941978628,0 ni sporni govor,,a0
1258996331336675331,2 žalitev,8 ideologija,a0
1226484826049519622,0 ni sporni govor,,a0
1234558121504395266,2 žalitev,10 politika/-i,a0
1242362374537035776,2 žalitev,8 ideologija,a0
1254846429882986496,2 žalitev,10 politika/-i,a0
1278793564265295874,0 ni sporni govor,,a0
1237047650891051009,0 ni sporni govor,,a0
1236572619182419968,0 ni sporni govor,,a0
1247803397257871362,2 žalitev,8 ideologija,a0
1244340245602148352,0 ni sporni govor,,a0
1262983499507814401,2 žalitev,11 posameznik,a0
1248861993802620928,0 ni sporni govor,,a0
1230202245536456712,0 ni sporni govor,,a0
1243555171361329153,2 žalitev,8 ideologija,a0
1241321034718089216,0 ni sporni govor,,a0
1265018334430535683,2 žalitev,8 ideologija,a0
1259567629024530435,1 nespodobni govor,,a0
1237824969578614785,2 žalitev,10 politika/-i,a0
1248702265306775552,2 žalitev,10 politika/-i,a0
1239146391378812928,0 ni sporni govor,,a0
1248221860824825856,0 ni sporni govor,,a0
1268324969659981824,2 žalitev,12 drugo,a0
1286617531353116672,0 ni sporni govor,,a0
1250336896649060352,2 žalitev,11 posameznik,a0
1287638878300639235,0 ni sporni govor,,a0
1268446939848290304,0 ni sporni govor,,a0
1282662322687873025,2 žalitev,9 novinarji in mediji,a0
1236268938759208963,2 žalitev,8 ideologija,a0
1237055832195567617,2 žalitev,8 ideologija,a0
1251403582106218502,0 ni sporni govor,,a0
1245231659324235777,0 ni sporni govor,,a0
1259204915538407425,2 žalitev,11 posameznik,a0
1252259306189262850,0 ni sporni govor,,a0
1235121104223535104,0 ni sporni govor,,a0
1264912187291848705,0 ni sporni govor,,a0
1238529493196836864,0 ni sporni govor,,a0
1228632528795439104,2 žalitev,11 posameznik,a0
1268844829351477248,0 ni sporni govor,,a0
1224425374345498626,2 žalitev,10 politika/-i,a0
1240314464387334144,0 ni sporni govor,,a0
1278698613280030720,2 žalitev,8 ideologija,a0
1246398482300223488,0 ni sporni govor,,a0
1246401244333309953,0 ni sporni govor,,a0
1230202655840096256,0 ni sporni govor,,a0
1248989936906170368,0 ni sporni govor,,a0
1232705395174641665,2 žalitev,10 politika/-i,a0
1243988928065142784,0 ni sporni govor,,a0
1278707609646882817,0 ni sporni govor,,a0
1245980091777245184,0 ni sporni govor,,a0
1289227446022266881,0 ni sporni govor,,a0
1234058053894496258,2 žalitev,9 novinarji in mediji,a0
1288832427515879424,2 žalitev,8 ideologija,a0
1239858956954218497,0 ni sporni govor,,a0
1263488086740291584,0 ni sporni govor,,a0
1274753798146330635,0 ni sporni govor,,a0
1250054046213439489,0 ni sporni govor,,a0
1277159959650865152,0 ni sporni govor,,a0
1283315714238160896,2 žalitev,8 ideologija,a0
1269936367380938754,2 žalitev,11 posameznik,a0
1223833200184774658,0 ni sporni govor,,a0
1258762884949004288,0 ni sporni govor,,a0
1247555231803727873,0 ni sporni govor,,a0
1264465147663396864,0 ni sporni govor,,a0
1272433485039513602,0 ni sporni govor,,a0
1282551884948135936,0 ni sporni govor,,a0
1235247144375906304,2 žalitev,10 politika/-i,a0
1239190421454180358,0 ni sporni govor,,a0
1287771183707033601,0 ni sporni govor,,a0
1267768734162259968,0 ni sporni govor,,a0
1265976485040529408,0 ni sporni govor,,a0
1271119710898335750,2 žalitev,10 politika/-i,a0
1257366030277541888,0 ni sporni govor,,a0
1238550260361936896,0 ni sporni govor,,a0
1251051920996945924,0 ni sporni govor,,a0
1277965670521565198,2 žalitev,10 politika/-i,a0
1238776016912482304,0 ni sporni govor,,a0
1226106937026260992,0 ni sporni govor,,a0
1264934518827466752,2 žalitev,8 ideologija,a0
1237068356324331520,0 ni sporni govor,,a0
1245120762865991683,2 žalitev,12 drugo,a0
1252247653095821313,0 ni sporni govor,,a0
1239967027713867776,0 ni sporni govor,,a0
1278294437437812738,2 žalitev,10 politika/-i,a0
1278732002494164995,2 žalitev,10 politika/-i,a0
1257682291180146689,0 ni sporni govor,,a0
1250841117618249740,2 žalitev,8 ideologija,a0
1257630211438530561,0 ni sporni govor,,a0
1287494473577107457,0 ni sporni govor,,a0
1241302234161348609,0 ni sporni govor,,a0
1284008053352931328,0 ni sporni govor,,a0
1286234947196461056,0 ni sporni govor,,a0
1273578514302861314,0 ni sporni govor,,a0
1273150934261141504,0 ni sporni govor,,a0
1227644287103447040,0 ni sporni govor,,a0
1251238725226545153,0 ni sporni govor,,a0
1246544440094851078,0 ni sporni govor,,a0
1248315168574132226,2 žalitev,9 novinarji in mediji,a0
1224060929597411331,0 ni sporni govor,,a0
1228005731909148672,0 ni sporni govor,,a0
1235167699585716224,2 žalitev,8 ideologija,a0
1280032251502362624,0 ni sporni govor,,a0
1279933103591620608,2 žalitev,9 novinarji in mediji,a0
1286541183171297280,0 ni sporni govor,,a0
1249943713079595008,0 ni sporni govor,,a0
1257674208634638338,2 žalitev,11 posameznik,a0
1282754225844432901,0 ni sporni govor,,a0
1236053551518035968,1 nespodobni govor,,a0
1288031492917153792,0 ni sporni govor,,a0
1262113328685559809,0 ni sporni govor,,a0
1281072255775043585,0 ni sporni govor,,a0
1261910950602563589,0 ni sporni govor,,a0
1263537188307906563,0 ni sporni govor,,a0
1260276509656395779,2 žalitev,8 ideologija,a0
1265515083570053129,0 ni sporni govor,,a0
1251882537414164480,0 ni sporni govor,,a0
1242472076532805633,2 žalitev,9 novinarji in mediji,a0
1236563149144367105,0 ni sporni govor,,a0
1246084314930057218,2 žalitev,11 posameznik,a0
1250291813711089667,0 ni sporni govor,,a0
1286401332216299526,0 ni sporni govor,,a0
1285857215115595777,2 žalitev,1 ksenofobija in rasizem,a0
1271691789385306113,2 žalitev,11 posameznik,a0
1277643236673191937,2 žalitev,11 posameznik,a0
1239520872135905284,2 žalitev,10 politika/-i,a0
1269925507090571264,2 žalitev,11 posameznik,a0
1240336644005380096,0 ni sporni govor,,a0
1281291265154461701,2 žalitev,10 politika/-i,a0
1282282349082877952,2 žalitev,8 ideologija,a0
1269894767850262528,0 ni sporni govor,,a0
1249601677998555137,0 ni sporni govor,,a0
1273975134429331456,0 ni sporni govor,,a0
1284087167007023104,2 žalitev,9 novinarji in mediji,a0
1252236167648407553,0 ni sporni govor,,a0
1253284798099001346,0 ni sporni govor,,a0
1253648195504267267,2 žalitev,10 politika/-i,a0
1261161376564891651,0 ni sporni govor,,a0
1240338408804880384,0 ni sporni govor,,a0
1242044452358762506,2 žalitev,9 novinarji in mediji,a0
1274398960082354182,0 ni sporni govor,,a0
1278932831721455619,0 ni sporni govor,,a0
1270312079120048131,0 ni sporni govor,,a0
1268409546738937857,2 žalitev,11 posameznik,a0
1282357600840032256,0 ni sporni govor,,a0
1279427996781285376,0 ni sporni govor,,a0
1260455978094510085,0 ni sporni govor,,a0
1286008135573004288,1 nespodobni govor,,a0
1272451966392729601,2 žalitev,11 posameznik,a0
1264465825089687552,0 ni sporni govor,,a0
1259712473495744512,2 žalitev,9 novinarji in mediji,a0
1241491202060550144,2 žalitev,8 ideologija,a0
1241493667661189126,2 žalitev,10 politika/-i,a0
1257672591092920321,0 ni sporni govor,,a0
1230189887262986241,2 žalitev,10 politika/-i,a0
1253521758315044865,1 nespodobni govor,,a0
1257323682768154630,0 ni sporni govor,,a0
1282994892315201537,2 žalitev,8 ideologija,a0
1269262916085301255,0 ni sporni govor,,a0
1240721264026804225,0 ni sporni govor,,a0
1251824296936308736,2 žalitev,10 politika/-i,a0
1281895820732903425,2 žalitev,10 politika/-i,a0
1243198216562237446,2 žalitev,10 politika/-i,a0
1245394881868189699,2 žalitev,8 ideologija,a0
1244605645208330240,2 žalitev,1 ksenofobija in rasizem,a0
1259469906266984448,0 ni sporni govor,,a0
1256986140348989440,0 ni sporni govor,,a0
1261612857684361216,0 ni sporni govor,,a0
1258338720484413440,0 ni sporni govor,,a0
1275867134116200450,2 žalitev,8 ideologija,a0
1236226159584727042,0 ni sporni govor,,a0
1258282849029033984,2 žalitev,8 ideologija,a0
1238556414991314944,2 žalitev,10 politika/-i,a0
1259042990150111233,2 žalitev,8 ideologija,a0
1246001691478163457,0 ni sporni govor,,a0
1283001021497847812,0 ni sporni govor,,a0
1232045004509585409,0 ni sporni govor,,a0
1272582840144859141,0 ni sporni govor,,a0
1274322206449860608,0 ni sporni govor,,a0
1240670365208252423,0 ni sporni govor,,a0
1250652788654247938,2 žalitev,10 politika/-i,a0
1226095488572776448,0 ni sporni govor,,a0
1242006883260645385,2 žalitev,11 posameznik,a0
1229680671955783681,2 žalitev,8 ideologija,a0
1240743073077919749,0 ni sporni govor,,a0
1286674612483391489,0 ni sporni govor,,a0
1256845407965020160,2 žalitev,11 posameznik,a0
1245999540676841475,2 žalitev,10 politika/-i,a0
1239583497758670849,0 ni sporni govor,,a0
1271959269449936896,0 ni sporni govor,,a0
1246872360101314565,0 ni sporni govor,,a0
1279030522405105665,2 žalitev,8 ideologija,a0
1251440268085248001,2 žalitev,8 ideologija,a0
1253650564296126465,0 ni sporni govor,,a0
1263941932016902146,2 žalitev,8 ideologija,a0
1245292954857738241,0 ni sporni govor,,a0
1278283161177411585,0 ni sporni govor,,a0
1228788485907087360,0 ni sporni govor,,a0
1282706142204919808,2 žalitev,10 politika/-i,a0
1240220852374962177,0 ni sporni govor,,a0
1260076207309238273,0 ni sporni govor,,a0
1286694086502686720,2 žalitev,12 drugo,a0
1264786708626911234,0 ni sporni govor,,a0
1272569479831195649,0 ni sporni govor,,a0
1249627447781449735,0 ni sporni govor,,a0
1251441308381728768,0 ni sporni govor,,a0
1238945480458956801,0 ni sporni govor,,a0
1258467715041431554,2 žalitev,8 ideologija,a0
1271018463860064256,0 ni sporni govor,,a0
1240759482369609730,2 žalitev,11 posameznik,a0
1259421338583871489,0 ni sporni govor,,a0
1284203118310428672,0 ni sporni govor,,a0
1261148715974303744,0 ni sporni govor,,a0
1281184246028173316,0 ni sporni govor,,a0
1286585802181545985,0 ni sporni govor,,a0
1259759209710747650,0 ni sporni govor,,a0
1244347453622693890,2 žalitev,11 posameznik,a0
1225384509966897159,2 žalitev,8 ideologija,a0
1255044522725249024,0 ni sporni govor,,a0
1245002950654791681,0 ni sporni govor,,a0
1240704464530468867,0 ni sporni govor,,a0
1244695221763481604,0 ni sporni govor,,a0
1271156925523210247,0 ni sporni govor,,a0
1243070646034280449,0 ni sporni govor,,a0
1234176397389762561,0 ni sporni govor,,a0
1237269297497542656,0 ni sporni govor,,a0
1244341770688892929,0 ni sporni govor,,a0
1282955262354165760,0 ni sporni govor,,a0
1238050373279121408,0 ni sporni govor,,a0
1273612800305369091,2 žalitev,8 ideologija,a0
1228570383210733568,0 ni sporni govor,,a0
1242780269486247937,0 ni sporni govor,,a0
1282398584504233986,2 žalitev,8 ideologija,a0
1243108598500163585,0 ni sporni govor,,a0
1281909741275553792,0 ni sporni govor,,a0
1243972167089426432,0 ni sporni govor,,a0
1244603698002759682,0 ni sporni govor,,a0
1267938851386949633,2 žalitev,,a0
1278710357306064896,0 ni sporni govor,,a0
1246403612638621711,0 ni sporni govor,,a0
1227299881322209281,0 ni sporni govor,,a0
1232977030645452800,0 ni sporni govor,,a0
1259925899698372609,0 ni sporni govor,,a0
1245794901566029826,1 nespodobni govor,,a0
1289204960630988802,1 nespodobni govor,,a0
1251049414375944199,0 ni sporni govor,,a0
1257864914179407874,2 žalitev,9 novinarji in mediji,a0
1234117653452775431,2 žalitev,12 drugo,a0
1247069048543862784,0 ni sporni govor,,a0
1263811286544060418,0 ni sporni govor,,a0
1283492532039581697,0 ni sporni govor,,a0
1255808351721738241,2 žalitev,10 politika/-i,a0
1272524124963954691,0 ni sporni govor,,a0
1257265529028575233,2 žalitev,11 posameznik,a0
1248140322372300800,0 ni sporni govor,,a0
1288952424284250113,0 ni sporni govor,,a0
1254523782175305728,0 ni sporni govor,,a0
1261769518260592640,0 ni sporni govor,,a0
1260667722054217731,0 ni sporni govor,,a0
1279686176253886464,0 ni sporni govor,,a0
1238386443925565446,0 ni sporni govor,,a0
1270706279003160576,0 ni sporni govor,,a0
1244936944137777154,2 žalitev,1 ksenofobija in rasizem,a0
1229807478549942272,0 ni sporni govor,,a0
1259876533600165888,0 ni sporni govor,,a0
1265499922226458624,0 ni sporni govor,,a0
1278963948272918528,0 ni sporni govor,,a0
1265271014944116739,0 ni sporni govor,,a0
1263917544039211008,0 ni sporni govor,,a0
1233267778100121600,0 ni sporni govor,,a0
1253332262751354882,0 ni sporni govor,,a0
1254510805200130049,0 ni sporni govor,,a0
1268271056218927105,0 ni sporni govor,,a0
1231861977481465856,0 ni sporni govor,,a0
1233488348402069506,0 ni sporni govor,,a0
1283653618600677378,1 nespodobni govor,,a0
1243969834892877827,0 ni sporni govor,,a0
1253740911605022720,0 ni sporni govor,,a0
1257812807304839168,0 ni sporni govor,,a0
1250314495991246851,0 ni sporni govor,,a0
1234380332889145358,0 ni sporni govor,,a0
1235844609760088064,0 ni sporni govor,,a0
1252549157082054656,2 žalitev,9 novinarji in mediji,a0
1259121820722176001,2 žalitev,8 ideologija,a0
1288870354681761797,0 ni sporni govor,,a0
1267890892188323844,2 žalitev,10 politika/-i,a0
1246828878192168961,0 ni sporni govor,,a0
1241353593560739841,0 ni sporni govor,,a0
1251221008096378881,2 žalitev,10 politika/-i,a0
1243632708263305223,0 ni sporni govor,,a0
1225438218293829633,0 ni sporni govor,,a0
1288208062160019456,0 ni sporni govor,,a0
1242514132643000325,2 žalitev,11 posameznik,a0
1234915246235639809,0 ni sporni govor,,a0
1248891617324515330,0 ni sporni govor,,a0
1254689513898749952,2 žalitev,8 ideologija,a0
1286568615026855938,2 žalitev,9 novinarji in mediji,a0
1254000964568219648,0 ni sporni govor,,a0
1239798592505872385,0 ni sporni govor,,a0
1281635697577865217,0 ni sporni govor,,a0
1237634164616134657,0 ni sporni govor,,a0
1272918145699905536,0 ni sporni govor,,a0
1268577235855986692,2 žalitev,9 novinarji in mediji,a0
1237348858348388352,0 ni sporni govor,,a0
1249799894765899777,0 ni sporni govor,,a0
1282671391398146049,2 žalitev,10 politika/-i,a0
1239951063257579522,2 žalitev,9 novinarji in mediji,a0
1258492505080967170,0 ni sporni govor,,a0
1269614009252229120,0 ni sporni govor,,a0
1235802633178214401,0 ni sporni govor,,a0
1262084808106278915,0 ni sporni govor,,a0
1259006537135206401,2 žalitev,10 politika/-i,a0
1271011082815959041,0 ni sporni govor,,a0
1233761924476801024,2 žalitev,10 politika/-i,a0
1244049726363840519,0 ni sporni govor,,a0
1271116830128721921,0 ni sporni govor,,a0
1240608444534710273,0 ni sporni govor,,a0
1242058983302725639,0 ni sporni govor,,a0
1265240270066630660,0 ni sporni govor,,a0
1233009888940433409,2 žalitev,10 politika/-i,a0
1228353354222444544,0 ni sporni govor,,a0
1250104484061229060,2 žalitev,10 politika/-i,a0
1261915509265760256,0 ni sporni govor,,a0
1265686326076149761,0 ni sporni govor,,a0
1225047609490001928,2 žalitev,10 politika/-i,a0
1275140876285677569,0 ni sporni govor,,a0
1239565668929994756,0 ni sporni govor,,a0
1284006999110365186,0 ni sporni govor,,a0
1237049048517001218,2 žalitev,10 politika/-i,a0
1239606159910285312,0 ni sporni govor,,a0
1282056037537849344,2 žalitev,9 novinarji in mediji,a0
1224693983428956162,0 ni sporni govor,,a0
1249008698103652353,0 ni sporni govor,,a0
1226011571933061120,0 ni sporni govor,,a0
1262788999913103361,0 ni sporni govor,,a0
1286955128910643200,2 žalitev,10 politika/-i,a0
1235441783162712065,2 žalitev,12 drugo,a0
1251854132450930691,2 žalitev,10 politika/-i,a0
1265738937861050369,0 ni sporni govor,,a0
1259393558878007296,0 ni sporni govor,,a0
1287282923272634368,0 ni sporni govor,,a0
1232418704589295618,2 žalitev,10 politika/-i,a0
1250442668624056329,0 ni sporni govor,,a0
1259589197268123648,0 ni sporni govor,,a0
1260854145227075584,2 žalitev,11 posameznik,a0
1244488979145265152,2 žalitev,11 posameznik,a0
1264852121100472321,0 ni sporni govor,,a0
1256304355948593152,0 ni sporni govor,,a0
1281292680438349825,0 ni sporni govor,,a0
1258831626773114880,2 žalitev,12 drugo,a0
1236275314482917377,0 ni sporni govor,,a0
1289115261971435525,0 ni sporni govor,,a0
1287661572605779968,2 žalitev,10 politika/-i,a0
1280455397342687238,0 ni sporni govor,,a0
1270819402716504064,2 žalitev,10 politika/-i,a0
1242344053343166465,0 ni sporni govor,,a0
1225873018418868225,0 ni sporni govor,,a0
1227604420428521473,2 žalitev,10 politika/-i,a0
1279275687208157185,2 žalitev,11 posameznik,a0
1268581896637865984,0 ni sporni govor,,a0
1246748249815474177,0 ni sporni govor,,a0
1268078586633818112,2 žalitev,10 politika/-i,a0
1236790642942017545,0 ni sporni govor,,a0
1251441280040779776,2 žalitev,1 ksenofobija in rasizem,a0
1269516943049932801,0 ni sporni govor,,a0
1265012554042138624,0 ni sporni govor,,a0
1247919470288535556,0 ni sporni govor,,a0
1241952914157035521,0 ni sporni govor,,a0
1263566468123439106,2 žalitev,10 politika/-i,a0
1270492853391810565,2 žalitev,8 ideologija,a0
1230073690097889280,2 žalitev,10 politika/-i,a0
1258019349656416257,0 ni sporni govor,,a0
1270717355228725261,2 žalitev,10 politika/-i,a0
1259744435639930881,0 ni sporni govor,,a0
1277160450497658880,0 ni sporni govor,,a0
1262125441609064457,2 žalitev,10 politika/-i,a0
1246685670531379200,0 ni sporni govor,,a0
1264039468668989440,0 ni sporni govor,,a0
1224060564978225153,0 ni sporni govor,,a0
1242153557178138624,0 ni sporni govor,,a0
1258795288027947010,0 ni sporni govor,,a0
1237288460207218688,0 ni sporni govor,,a0
1246074933370695680,0 ni sporni govor,,a0
1232923696978853888,0 ni sporni govor,,a0
1287993512835854337,2 žalitev,10 politika/-i,a0
1281689170738589698,0 ni sporni govor,,a0
1251223200018677761,0 ni sporni govor,,a0
1239504871528808448,2 žalitev,11 posameznik,a0
1226489387782852609,0 ni sporni govor,,a0
1285491202238930944,2 žalitev,8 ideologija,a0
1276062371694469121,2 žalitev,10 politika/-i,a0
1258730131960598528,2 žalitev,10 politika/-i,a0
1276087675943075840,3 nasilje,8 ideologija,a0
